group_key,n,within_group_rmse_mean,within_group_rmse_max
"[""10::10::2003""]",7,0.02220350828434115,0.05213011068243577
"[""10::10::2004""]",7,0.021876999367525445,0.052404157476950174
"[""10::10::2005""]",7,0.02032363988978908,0.033751032949350224
"[""10::10::2006""]",7,0.018921439359841117,0.03388804982587015
"[""11::11::2007""]",9,0.024332925023794763,0.08007962343322732
"[""11::11::2008""]",9,0.033138659097232674,0.056107283981765094
"[""11::11::2009""]",9,0.039884541015477656,0.06765603388278614
"[""11::11::2010""]",9,0.0396147719276731,0.08133803037438996
"[""11::11::2011""]",9,0.02933433664350061,0.070280070400504
"[""11::11::2012""]",9,0.026386636571127164,0.07738600645093746
"[""11::11::2013""]",9,0.03781197154017909,0.08716388606898817
"[""11::11::2014""]",9,0.022523623922800107,0.08743375688992723
"[""11::11::2015""]",9,0.028909189891577022,0.0656862516809755
"[""11::11::2016""]",9,0.03470166935528096,0.06164595577167078
"[""11::11::2017""]",9,0.04413912100632453,0.09656844899086758
"[""11::11::2018""]",9,0.038445104264057735,0.0783064694778587
"[""11::11::2019""]",9,0.03666372671529069,0.10352314624297602
"[""11::11::2020""]",9,0.03440915214574433,0.056196408675897605
"[""11::11::2021""]",9,0.02887358396328045,0.04726844981664301
"[""11::11::2022""]",9,0.02692236263189235,0.09026669344690938
"[""11::11::2023""]",9,0.01908984873950271,0.029920144348474186
"[""11::11::2024""]",9,0.035798314002711176,0.10552321938205583
"[""11::11::2025""]",9,0.03801175489429747,0.08305347420702777
"[""11::11::2026""]",9,0.034625135767523935,0.06607248529774665
"[""11::11::2027""]",9,0.04659748777896098,0.06900382927634441
"[""11::11::2028""]",9,0.030139371372980246,0.07238923617045076
"[""11::11::2029""]",9,0.04389648464286032,0.08981499607810355
"[""11::11::2030""]",9,0.0345664079920459,0.0576172907930194
"[""11::11::2031""]",9,0.022164264956010406,0.04487336125563068
"[""11::11::2032""]",9,0.03204224651743878,0.04795709211565655
"[""11::11::2033""]",9,0.02284444097550809,0.03465362428125469
"[""11::11::2034""]",9,0.025320219077744382,0.03726117343560837
"[""11::11::2035""]",9,0.02865234602817455,0.04921642364123438
"[""11::11::2036""]",9,0.026665705611592608,0.051923957894453025
"[""11::11::2037""]",9,0.025897702324060263,0.06127010178187734
"[""11::11::2038""]",9,0.029780074491283497,0.04729898218409287
"[""11::11::2039""]",9,0.027351182219666724,0.06708299507175935
"[""11::11::2040""]",9,0.03858032110821943,0.06563475375165069
"[""11::11::2041""]",9,0.03154096491772737,0.11475003984645515
"[""11::11::2042""]",9,0.052472207543436705,0.08139503518206702
"[""11::11::2043""]",9,0.039997041641267245,0.11204856889811085
"[""11::11::2044""]",9,0.02848505634474212,0.07795959233243073
"[""11::11::2045""]",9,0.037744794929946486,0.10094703073758617
"[""11::11::2046""]",9,0.02799443614515528,0.06721509050116091
