geometry,component,eigenvalue,explained_variance_ratio,cumulative_explained_variance
body_site_7,9,9.410899703264313e-06,8.507069586729262e-05,0.9998314336397638
body_site_7,10,4.319033722867836e-06,3.9042303697193156e-05,0.999870475943461
body_site_7,11,3.7005705280820796e-06,3.3451648604940544e-05,0.9999039275920659
body_site_7,12,2.5055945809270738e-06,2.2649553313892865e-05,0.9999265771453798
body_site_7,13,2.0810649444204262e-06,1.8811978508863092e-05,0.9999453891238886
body_site_7,14,1.3601543480030592e-06,1.2295240680485461e-05,0.9999576843645691
body_site_7,15,1.0687470704205462e-06,9.661037717283248e-06,0.9999673454022864
body_site_7,16,6.935743122591425e-07,6.269628966409889e-06,0.9999736150312529
body_site_7,17,4.6522209153306626e-07,4.205418005446116e-06,0.9999778204492584
body_site_7,18,4.359194108295027e-07,3.940533720539267e-06,0.999981760982979
body_site_7,19,3.6314696475525446e-07,3.282700482198203e-06,0.9999850436834612
body_site_7,20,2.946498946868696e-07,2.6635148995947687e-06,0.9999877071983608
body_site_7,21,2.469142484453754e-07,2.232004122572011e-06,0.9999899392024834
body_site_7,22,2.3901598022188664e-07,2.1606069984813513e-06,0.9999920998094819
body_site_7,23,2.066484196509861e-07,1.868017449329303e-06,0.9999939678269312
body_site_7,24,1.610906500877168e-07,1.4561937894124129e-06,0.9999954240207205
body_site_7,25,1.304825552546414e-07,1.1795090930790088e-06,0.9999966035298136
body_site_7,26,9.631376576397094e-08,8.706371689731642e-07,0.9999974741669826
body_site_7,27,7.794293477227482e-08,7.045723478188248e-07,0.9999981787393304
body_site_7,28,7.336920731131798e-08,6.63227716584897e-07,0.999998841967047
body_site_7,29,5.4297750273393516e-08,4.908295216645274e-07,0.9999993327965687
body_site_7,30,4.1239311029712506e-08,3.727865556965257e-07,0.9999997055831245
body_site_7,31,3.2569707600476727e-08,2.9441687587061795e-07,1.0000000000000002
body_site_8,1,0.2972011496840976,0.9669611066590801,0.9669611066590801
body_site_8,2,0.008248341951301934,0.02683645695789244,0.9937975636169725
body_site_8,3,0.00142557401936721,0.004638187412319787,0.9984357510292923
body_site_8,4,0.00025273311741297273,0.0008222817952178453,0.9992580328245101
body_site_8,5,0.00014154899920245084,0.00046053784469128774,0.9997185706692013
body_site_8,6,3.5242962833729364e-05,0.00011466501519213747,0.9998332356843934
body_site_8,7,2.399023231700568e-05,7.805360650494642e-05,0.9999112892908983
body_site_8,8,1.268418767584632e-05,4.1268737234511766e-05,0.999952558028133
body_site_8,9,4.987233262005924e-06,1.6226251477567076e-05,0.9999687842796106
body_site_8,10,2.9549960832545545e-06,9.614250435687197e-06,0.9999783985300462
body_site_8,11,1.898186140966099e-06,6.175858247737185e-06,0.9999845743882939
body_site_8,12,1.3139247999485838e-06,4.274930228148693e-06,0.999988849318522
body_site_8,13,1.169974035192631e-06,3.8065781005045338e-06,0.9999926558966226
body_site_8,14,6.765098970961063e-07,2.2010640250119917e-06,0.9999948569606476
body_site_8,15,4.855528058695577e-07,1.5797740991382551e-06,0.9999964367347467
body_site_8,16,2.67335293463515e-07,8.697908184112996e-07,0.9999973065255653
body_site_8,17,2.0643450940515124e-07,6.716465998843009e-07,0.9999979781721652
body_site_8,18,1.1191572617432693e-07,3.6412427929403866e-07,0.9999983422964445
body_site_8,19,9.338618128778333e-08,3.0383733475016294e-07,0.9999986461337792
body_site_8,20,8.172149173738582e-08,2.6588559355240504e-07,0.9999989120193727
body_site_8,21,7.905811588921671e-08,2.5722014639537986e-07,0.9999991692395191
body_site_8,22,5.675917723727987e-08,1.8466926151785238e-07,0.9999993539087807
body_site_8,23,4.607999478170571e-08,1.4992392457540664e-07,0.9999995038327053
body_site_8,24,3.492535745759502e-08,1.1363166775618651e-07,0.999999617464373
body_site_8,25,2.8608271250580573e-08,9.307866291051804e-08,0.9999997105430359
body_site_8,26,2.2805848217035074e-08,7.420014442636998e-08,0.9999997847431804
body_site_8,27,1.969141037388328e-08,6.406714101559577e-08,0.9999998488103214
body_site_8,28,1.9214233839110298e-08,6.251461959827866e-08,0.999999911324941
body_site_8,29,1.4361822099348633e-08,4.6727017730544325e-08,0.9999999580519587
body_site_8,30,8.167630209911058e-09,2.657385664541499e-08,0.9999999846258154
body_site_8,31,4.725345521194872e-09,1.537418458635797e-08,1.0
body_site_9,1,0.08634767592715854,0.9126915739317558,0.9126915739317558
body_site_9,2,0.006191284735961526,0.06544163869669457,0.9781332126284504
body_site_9,3,0.0012246121791333168,0.012944103072004528,0.991077315700455
body_site_9,4,0.0004178550283341683,0.004416711386735298,0.9954940270871903
body_site_9,5,0.000295118452797509,0.0031193905601730847,0.9986134176473633
body_site_9,6,4.504338008483619e-05,0.00047610677442570386,0.999089524421789
body_site_9,7,3.806015003070571e-05,0.0004022943045381704,0.9994918187263272
body_site_9,8,2.050112294792551e-05,0.00021669607166375886,0.9997085147979909
body_site_9,9,9.236322629278268e-06,9.762757071734982e-05,0.9998061423687082
body_site_9,10,5.54097373071338e-06,5.8567876681075665e-05,0.9998647102453894
body_site_9,11,4.47878677153377e-06,4.734060186245479e-05,0.9999120508472518
body_site_9,12,2.181210497094014e-06,2.3055310062410777e-05,0.9999351061573142
body_site_9,13,1.446510324279033e-06,1.5289557830004352e-05,0.9999503957151442
body_site_9,14,1.0177870995325397e-06,1.07579700301768e-05,0.9999611536851744
body_site_9,15,6.05808808289768e-07,6.403375525777218e-06,0.9999675570607002
body_site_9,16,5.21925215980883e-07,5.516729219789428e-06,0.9999730737899198
body_site_9,17,4.583224424846772e-07,4.844450379329994e-06,0.9999779182402991
body_site_9,18,3.1634486960694873e-07,3.343752959724891e-06,0.9999812619932589
body_site_9,19,3.0161773844679974e-07,3.188087756536392e-06,0.9999844500810154
body_site_9,20,2.606292612517864e-07,2.7548411478408565e-06,0.9999872049221633
body_site_9,21,2.0896937455253992e-07,2.2087981560127263e-06,0.9999894137203194
body_site_9,22,1.8070853365177243e-07,1.9100821675926634e-06,0.9999913238024869
body_site_9,23,1.63322637025725e-07,1.7263139169077465e-06,0.9999930501164038
body_site_9,24,1.410163603955363e-07,1.4905374410783524e-06,0.9999945406538449
body_site_9,25,1.1972295484215193e-07,1.2654669731102275e-06,0.999995806120818
body_site_9,26,1.0565591590411934e-07,1.1167789190189637e-06,0.999996922899737
body_site_9,27,9.117949750342825e-08,9.637637399402907e-07,0.9999978866634769
body_site_9,28,7.499824427953856e-08,7.927285231319237e-07,0.999998679392
body_site_9,29,6.773195388742106e-08,7.159241164884668e-07,0.9999993953161165
body_site_9,30,3.9225585637095256e-08,4.1461291353940266e-07,0.99999980992903
body_site_9,31,1.798218254839975e-08,1.900709696769623e-07,0.9999999999999997
